name,address,telephone,url,latitude,longitude,starRating
LiT BANGKOK Residence - SHA Extra Plus,"36/1 Soi Kasemsan 1, Rama I Rd., Wangmai, Pathumwan, 10330, Bangkok",+6626123456,https://www.travelmyth.com/Bangkok/Hotels/LiT-BANGKOK-Residence-SHA-Extra-Plus_tmid974167,13.74797900,100.52939500,4
"Holiday Inn Express Bangkok Sathorn, an IHG Hotel","51 Soi Pipat Silom, Bangrak, 10500, Bangkok",+6626602800,https://www.travelmyth.com/Bangkok/Hotels/Holiday-Inn-Express-Bangkok-Sathorn-an-IHG-Hotel_tmid497258,13.72410300,100.53080800,3
Asoke Residence Sukhumvit by UHG,"235/20-25 Sukhumvit Soi 21 (Asoke), Klongtoey Nua, Wattana, 10110, Bangkok",+6622590222,https://www.travelmyth.com/Bangkok/Hotels/Asoke-Residence-Sukhumvit-by-UHG_tmid234763,13.74645900,100.56169400,4
Solitaire Bangkok Sukhumvit 11,"75/23 Sukhumvit Soi 13, 10110, Bangkok",,https://www.travelmyth.com/Bangkok/Hotels/Solitaire-Bangkok-Sukhumvit-11_tmid228111,13.74511100,100.55742700,4
Kritthai Residence,"931/1 Soi Kasemsun 2 Rama 1 Rd., Wangmai, Patumwan, 10330, Bangkok",+6622194100,https://www.travelmyth.com/Bangkok/Hotels/Kritthai-Residence_tmid212724,13.74683900,100.52847500,3
Pullman Bangkok Grande Sukhumvit,"30 Sukhumvit 21, Asoke Road, 10110, Bangkok",+6622044000,https://www.travelmyth.com/Bangkok/Hotels/Pullman-Bangkok-Grande-Sukhumvit_tmid211378,13.73889500,100.56212100,5
Hotel Mermaid Bangkok,"6 Soi Sukhumvit 29, Sukhumvit Road, Klongtoey Nua, Wattana, 10110, Bangkok",+6622609026,https://www.travelmyth.com/Bangkok/Hotels/Hotel-Mermaid-Bangkok_tmid108307,13.73450200,100.56532100,4
True Siam Phayathai Hotel,"45 Soi Sriayuttaya 12, Phayathai Road, 10400, Bangkok",+6626426932,https://www.travelmyth.com/Bangkok/Hotels/True-Siam-Phayathai-Hotel_tmid75458,13.75923300,100.53643900,3
Amaranta Hotel - SHA Plus,"2 Soi 5 Pracharatbumpen rd, Huai Khwang, 10310, Bangkok",+6626911688,https://www.travelmyth.com/Bangkok/Hotels/Amaranta-Hotel-SHA-Plus_tmid75413,13.77888500,100.57629400,4
Oakwood Residence Sukhumvit Thonglor Bangkok,"Thonglor Soi 13, Sukhumvit 55 Road, 10110, Bangkok",+6627139500,https://www.travelmyth.com/Bangkok/Hotels/Oakwood-Residence-Sukhumvit-Thonglor-Bangkok_tmid71612,13.73474700,100.58046700,4
"Four Points by Sheraton Bangkok, Sukhumvit 15","4 Sukhumvit Soi 15 (BTS Asoke/ MRT Sukhumvit), Klongtoey-Nua, Wattana, 10110, Bangkok",+6623093000,https://www.travelmyth.com/Bangkok/Hotels/Four-Points-by-Sheraton-Bangkok-Sukhumvit-15_tmid23919,13.73931500,100.55847400,4
Prince Palace Hotel Bangkok - SHA Extra Plus,"488/800 Bo Bae Tower, Damrongrak Road, Mahanak, Pomprab Sattrupai, 10100, Bangkok",+6626281111,https://www.travelmyth.com/Bangkok/Hotels/Prince-Palace-Hotel-Bangkok-SHA-Extra-Plus_tmid8737,13.75408500,100.51568900,4
"Shangri-La Bosphorus, Istanbul","Sinan Pasa Mah. Hayrettin Iskelesi Sok. No:1 Besiktas, 34353, Istanbul",+902122758888,https://www.travelmyth.com/Istanbul/Hotels/Shangri-La-Bosphorus-Istanbul_tmid315641,41.04034100,29.00491800,5
Four Seasons Hotel Istanbul at the Bosphorus,"Ciragan Cad. No:28, Besiktas, 34349, Istanbul",+902123814000,https://www.travelmyth.com/Istanbul/Hotels/Four-Seasons-Hotel-Istanbul-at-the-Bosphorus_tmid17438,41.04303700,29.01159900,5
Çırağan Palace Kempinski Istanbul,"Ciragan Caddesi 32, 34349, Istanbul",+902122583377,https://www.travelmyth.com/Istanbul/Hotels/Ciragan-Palace-Kempinski-Istanbul_tmid94583,41.04428900,29.01550700,5
Four Seasons Hotel Istanbul at Sultanahmet,"Tevkifhane Sok., No:1, Sultanahmet, 34110, Istanbul",+902124023000,https://www.travelmyth.com/Istanbul/Hotels/Four-Seasons-Hotel-Istanbul-at-Sultanahmet_tmid241887,41.00628700,28.97997300,5
Fairmont Quasar Istanbul Hotel,"Buyukdere Caddesi No:76 Mecidiyekoy Sisli, 34394, Istanbul",+902124038500,https://www.travelmyth.com/Istanbul/Hotels/Fairmont-Quasar-Istanbul-Hotel_tmid2059486,41.06491000,29.00089400,5
"Crowne Plaza Istanbul Asia, an IHG Hotel","Yenisehir mah. Dede Pasa Cad. No:15 Pendik, Istanbul, 34912",+902165856060,https://www.travelmyth.com/Istanbul/Hotels/Crowne-Plaza-Istanbul-Asia-an-IHG-Hotel_tmid217099,40.93755600,29.32345400,5
Sura Hagia Sophia Hotel,"Divanyolu Cd. Alemdar Mh. Ticarethane Sk. No:10 Sultanahmet, 34122, Istanbul",+902125223200,https://www.travelmyth.com/Istanbul/Hotels/Sura-Hagia-Sophia-Hotel_tmid477875,41.00873100,28.97636400,5
Pera Palace Hotel,"Mesrutiyet cad. No:52, 34430, Istanbul",+902123774000,https://www.travelmyth.com/Istanbul/Hotels/Pera-Palace-Hotel_tmid114666,41.03109400,28.97380900,5
Wyndham Grand Istanbul Levent,"Esentepe Mahallesi Buyukdere Caddesi No 177-183 Sisli , 34394, Istanbul",+902123861000,https://www.travelmyth.com/Istanbul/Hotels/Wyndham-Grand-Istanbul-Levent_tmid621536,41.07733100,29.01347300,5
White House Hotel Istanbul,"Alemdar Mah. Catalcesme Sok. No:21 Sultanahmet, 34110, Istanbul",+902125260019,https://www.travelmyth.com/Istanbul/Hotels/White-House-Hotel-Istanbul_tmid256191,41.00927900,28.97573500,4
Raffles Istanbul,"Zorlu Center Besiktas, 34340, Istanbul",+2162129240200,https://www.travelmyth.com/Istanbul/Hotels/Raffles-Istanbul_tmid618585,41.06646900,29.01799000,5
CVK Park Bosphorus Hotel Istanbul,"Gumussuyu Mah. Inonu Cad. No:8 Taksim, 34437, Istanbul",+902123778888,https://www.travelmyth.com/Istanbul/Hotels/CVK-Park-Bosphorus-Hotel-Istanbul_tmid288168,41.03511200,28.98815000,5
Sirkeci Mansion,"Taya Hatun Cad. No:5 Sirkeci, Sultanahmet, 34120, Istanbul",+902125284344,https://www.travelmyth.com/Istanbul/Hotels/Sirkeci-Mansion_tmid244834,41.01286700,28.97857300,0
Wyndham Grand Istanbul Kalamış Marina Hotel,"Fener Kalamis Caddesi No:38, Kadikoy, 34726, Istanbul",+902164000000,https://www.travelmyth.com/Istanbul/Hotels/Wyndham-Grand-Istanbul-Kalamis-Marina-Hotel_tmid242523,40.97744400,29.04175500,5
"The Ritz-Carlton, Istanbul at the Bosphorus","Suzer Plaza, Askerocagi Caddesi, No:6 Elmadag/Sisli , 34367, Istanbul",+902123344444,https://www.travelmyth.com/Istanbul/Hotels/The-Ritz-Carlton-Istanbul-at-the-Bosphorus_tmid199331,41.04003100,28.99253400,5
Hypnos Design Hotel,"Ebusuud Cad.No 10 Sirkeci, 34112, Istanbul",+902125133131,https://www.travelmyth.com/Istanbul/Hotels/Hypnos-Design-Hotel_tmid149469,41.01218900,28.97774900,0
Swissotel The Bosphorus Istanbul,"Visnezade Mah Acisu Sok No:19 Macka, 34357, Istanbul",+902123261100,https://www.travelmyth.com/Istanbul/Hotels/Swissotel-The-Bosphorus-Istanbul_tmid118300,41.04040700,28.99735100,5
Hilton Istanbul Bomonti,"Silahsor Cad. No: 42 Bomonti-Sisli, 34381, Istanbul",+902123753000,https://www.travelmyth.com/Istanbul/Hotels/Hilton-Istanbul-Bomonti_tmid388470,41.05904600,28.97944200,5
Neorion Hotel - Special Class,"Orhaniye Caddesi No: 14 Sirkeci Eminonu, 34110, Istanbul",+902125279090,https://www.travelmyth.com/Istanbul/Hotels/Neorion-Hotel-Special-Class_tmid136913,41.01356800,28.97639800,0
Faik Pasha Hotels Special Category Beyoglu Istanbul,"Firuzaga Mah. Faikpasa Caddesi No:41/45 Cukurcuma Beyoglu , 34425, Istanbul",+902122444343,https://www.travelmyth.com/Istanbul/Hotels/Faik-Pasha-Hotels-Special-Category-Beyoglu-Istanbul_tmid304630,41.03205500,28.98061400,0
Titanic Port Bakirkoy,"Fisekhane Cad. No:7/3 34140 Bakirkoy, 80220, Istanbul",+902124137000,https://www.travelmyth.com/Istanbul/Hotels/Titanic-Port-Bakirkoy_tmid196318,40.97763400,28.86993500,5
Divan Istanbul,"Asker Ocagi Cad. No:1 Taksim, 34367, Istanbul",+902123155500,https://www.travelmyth.com/Istanbul/Hotels/Divan-Istanbul_tmid168698,41.04079100,28.98677200,5
Hyatt Centric Levent Istanbul,"Buyukdere Caddesi No 136 Levent, 34330, Istanbul",+902123177700,https://www.travelmyth.com/Istanbul/Hotels/Hyatt-Centric-Levent-Istanbul_tmid74873,41.07745100,29.01405000,5
Eser Premium Hotel & Spa,"Fatih Mah. Gazi Mustafa Kemal Cad. No:11, 34500, Buyukcekmece",+902128677000,https://www.travelmyth.com/Buyukcekmece-Buyukcekmece/Hotels/Eser-Premium-Hotel-Spa_tmid42079,41.01883900,28.58745800,5
Radisson Residences Avrupa TEM Istanbul,"Karayollari Mahallesi Abdi Ipekci Caddesi No:30 Kucukkoy Gaziosmanpasa, 34250, Istanbul",+902124530505,https://www.travelmyth.com/Istanbul/Hotels/Radisson-Residences-Avrupa-TEM-Istanbul_tmid228827,41.08868100,28.89953100,0
Le Meridien Istanbul Etiler,"Cengiz Topel Cad. No 39 Etiler, 34337, Istanbul",+902123840000,https://www.travelmyth.com/Istanbul/Hotels/Le-Meridien-Istanbul-Etiler_tmid228387,41.08886100,29.03489600,5
Hotel Saint Sophia,"Alemdar Cad.no:2  Sultanahmet, 34122, Istanbul",+902125280973,https://www.travelmyth.com/Istanbul/Hotels/Hotel-Saint-Sophia_tmid173512,41.00916400,28.97865600,4
Conrad Istanbul Bosphorus,"Cihannuma Mahallesi Saray Caddesi No: 5 Besiktas, 34353, Istanbul",+902123102525,https://www.travelmyth.com/Istanbul/Hotels/Conrad-Istanbul-Bosphorus_tmid7949,41.04704200,29.00908800,5
Tomtom Suites,"Bogazkesen Caddesi. Tomtom Kaptan Sokak No.18 Beyoglu, 34413, Istanbul",+902122924949,https://www.travelmyth.com/Istanbul/Hotels/Tomtom-Suites_tmid4334,41.03011100,28.97767200,0
Istanbul Marriott Hotel Sisli,"Abide-i Hurriyet Caddesi. No.142,Sisli · Istanbul, 34381",+902123750100,https://www.travelmyth.com/Istanbul/Hotels/Istanbul-Marriott-Hotel-Sisli_tmid430197,41.06400800,28.98816700,5
Wyndham Grand Istanbul Europe,"Basin Express Yolu, Yavuz Sultan Selim Cad. No:1-3 Gunesli, Istanbul, 34212, Istanbul",+9002124640000,https://www.travelmyth.com/Istanbul/Hotels/Wyndham-Grand-Istanbul-Europe_tmid333086,41.02674500,28.81538700,5
Park Hyatt Istanbul - Macka Palas,"Tesvikiye, Bronz Sokak No: 4, Macka, 34367, Istanbul",+902123151234,https://www.travelmyth.com/Istanbul/Hotels/Park-Hyatt-Istanbul-Macka-Palas_tmid269677,41.04731700,28.99386400,5
Istanbul Marriott Hotel Asia,"Kayisdagi Cad. No:3 Atasehir, 34750, Istanbul",+902165700000,https://www.travelmyth.com/Istanbul/Hotels/Istanbul-Marriott-Hotel-Asia_tmid252139,40.98059100,29.10165100,5
Muyan Suites,"Binbir Direk Mah. Dizdariye Medresesi Sok. No:13 Sultanahmet, 34400, Istanbul",+902125186061,https://www.travelmyth.com/Istanbul/Hotels/Muyan-Suites_tmid227202,41.00645700,28.97199600,0
"InterContinental Istanbul, an IHG Hotel","Asker Ocagi Cad. No :1, Taksim, 34435, Istanbul",+902123684444,https://www.travelmyth.com/Istanbul/Hotels/InterContinental-Istanbul-an-IHG-Hotel_tmid184104,41.04001000,28.98818000,5
Radisson Blu Hotel Istanbul Asia,"Ataturk Mahallesi Yakut Cad Atasehir, 34758, Istanbul",+902165791100,https://www.travelmyth.com/Istanbul/Hotels/Radisson-Blu-Hotel-Istanbul-Asia_tmid100357,40.99115200,29.11564200,5
The Story Hotel Pera,"Kumbaraci Sk. No 66  Taksim Beyoglu, 34435, Istanbul",+902122922980,https://www.travelmyth.com/Istanbul/Hotels/The-Story-Hotel-Pera_tmid34971,41.02940500,28.97559300,0
"Hagia Sofia Mansions Istanbul, Curio Collection by Hilton","Kabasakal Cad. No:5 Sultanahmet, 34122, Istanbul",,https://www.travelmyth.com/Istanbul/Hotels/Hagia-Sofia-Mansions-Istanbul-Curio-Collection-by-Hilton_tmid32881,41.00660100,28.97898000,5
"The Bank Hotel Istanbul, a Member of Design Hotels","Bankalar Caddesi No:5 Karakoy Beyoglu, 34421, Istanbul",+902122443400,https://www.travelmyth.com/Istanbul/Hotels/The-Bank-Hotel-Istanbul-a-Member-of-Design-Hotels_tmid455465,41.02400800,28.97325500,5
Dosso Dossi Hotels Old City,"Alemdar Mah. Alaykosku Sok. No:12 Sultanahmet, 34110, Istanbul",+902125264090,https://www.travelmyth.com/Istanbul/Hotels/Dosso-Dossi-Hotels-Old-City_tmid441314,41.01008400,28.97702700,4
Hilton Istanbul Bosphorus,"Cumhuriyet Caddesi Harbiye, 34367, Istanbul",+902123156000,https://www.travelmyth.com/Istanbul/Hotels/Hilton-Istanbul-Bosphorus_tmid253112,41.04357500,28.98653100,5
Ramada Plaza By Wyndham Istanbul City Center,"Halaskargazi Cad No 63 Osmanbey, Sisli, 34373, Istanbul",+902123154444,https://www.travelmyth.com/Istanbul/Hotels/Ramada-Plaza-By-Wyndham-Istanbul-City-Center_tmid157175,41.05114400,28.98741300,5
AJWA Sultanahmet - a member of Preferred Hotels & Resorts,"Piyerloti No:30, Sultanahmet, Cemberlitas, 34490, Istanbul",+902126382200,https://www.travelmyth.com/Istanbul/Hotels/AJWA-Sultanahmet-a-member-of-Preferred-Hotels-Resorts_tmid2055957,41.00633000,28.96925300,5
Renata Boutique Hotel Sisli,"Nakiye Elgun Sokak No:44 , 34381, Istanbul",+902122824242,https://www.travelmyth.com/Istanbul/Hotels/Renata-Boutique-Hotel-Sisli_tmid928239,41.05539200,28.98623700,4
Grand Hyatt Istanbul,"Harbiye Mah. Taskisla Caddesi No:1 34367, Sisli, 34337, Istanbul",+902123681234,https://www.travelmyth.com/Istanbul/Hotels/Grand-Hyatt-Istanbul_tmid256115,41.04067800,28.98886200,5
Amiral Palace Hotel Boutique Class,"Cankurtaran Mah. Bayram Firini Sok. No:7, 34400, Istanbul",+902124586800,https://www.travelmyth.com/Istanbul/Hotels/Amiral-Palace-Hotel-Boutique-Class_tmid245686,41.00485600,28.98077800,0
Sultan Tughra Hotel,"Sultanahmet Mah.Keresteci Hakki Sokak No:17 Sultanahmet, 34122, Istanbul",+902125171070,https://www.travelmyth.com/Istanbul/Hotels/Sultan-Tughra-Hotel_tmid131950,41.00362800,28.98020100,4
Hotel Sultania Boutique Class,"Ebusuud Cad. Mehmet Murat Sok. No:4 Sirkeci, 34110, Istanbul",+902125280806,https://www.travelmyth.com/Istanbul/Hotels/Hotel-Sultania-Boutique-Class_tmid86917,41.01258900,28.97752500,0
The St. Regis Istanbul,"Mim Kemal Oke Caddesi No:35 Nisantasi, 34367, Istanbul",+902123680000,https://www.travelmyth.com/Istanbul/Hotels/The-St-Regis-Istanbul_tmid918362,41.04747200,28.99291200,5
"Radisson Blu Hotel & Spa, Istanbul Tuzla","Camlibelde Sitesi Hasan Tokatli Sokak No:13 Aydinli, 34953, Istanbul",+902165606000,https://www.travelmyth.com/Istanbul/Hotels/Radisson-Blu-Hotel-Spa-Istanbul-Tuzla_tmid395860,40.87605800,29.31649900,5
Point Hotel Taksim,"Topcu Cad. No:2 Talimhane Taksim, 34437, Istanbul",+902123135000,https://www.travelmyth.com/Istanbul/Hotels/Point-Hotel-Taksim_tmid247036,41.04064800,28.98592700,5
Best Western Empire Palace Hotel & Spa,"Hocapasa Mah. Hudavendigar Cad. No: 17/19 Sirkeci, 34110, Istanbul",+902125145400,https://www.travelmyth.com/Istanbul/Hotels/Best-Western-Empire-Palace-Hotel-Spa_tmid220825,41.01275800,28.97795100,4
Darussaade Istanbul Hotel,"Akbiyik Cad. No: 90 Sultanahmet, 34122, Istanbul",+902125183636,https://www.travelmyth.com/Istanbul/Hotels/Darussaade-Istanbul-Hotel_tmid219365,41.00385600,28.97883000,0
Occidental Taksim,"Topcu Cad. No: 19 Taksim Talimhane , 34437, Istanbul",+902123135100,https://www.travelmyth.com/Istanbul/Hotels/Occidental-Taksim_tmid196802,41.03982400,28.98374700,4
Aren Suites,"Kucukayasofya Cd. Gelinlik Sokak, No.13 Sultanahmet, 34122, Istanbul",+902125173126,https://www.travelmyth.com/Istanbul/Hotels/Aren-Suites_tmid194531,41.00329400,28.97535100,0
Istanbul Marriott Hotel Pendik,"E5 Karayolu Uzeri No:209 Ust Kaynarca 34899 Pendik, 34899, Istanbul",+902166250000,https://www.travelmyth.com/Istanbul/Hotels/Istanbul-Marriott-Hotel-Pendik_tmid188028,40.86956700,29.27054800,5
The Stay Nisantasi,"Harbiye Mahallesi, Abdi Ipekci Caddesi, No: 30, Nisantasi, Sisli, 34367, Istanbul",+902122443400,https://www.travelmyth.com/Istanbul/Hotels/The-Stay-Nisantasi_tmid154570,41.04877800,28.99248300,0
Sheraton Istanbul Levent,"Buyukdere Caddesi No 3-4, 4 Levent, Kagithane, 34330, Istanbul",+902123192929,https://www.travelmyth.com/Istanbul/Hotels/Sheraton-Istanbul-Levent_tmid106093,41.08631400,29.00695300,5
Barceló Istanbul,"Abdulhakhamit Cad., No: 25/B, Taksim, 34435, Istanbul",,https://www.travelmyth.com/Istanbul/Hotels/Barcelo-Istanbul_tmid98663,41.04126900,28.98403100,5
Katelya Hotel,"Kucukayasofya Mah. Ogul Sok. No: 21 Sultanahmet, 34122, Istanbul",+902124589494,https://www.travelmyth.com/Istanbul/Hotels/Katelya-Hotel_tmid14457,41.00316600,28.97576900,0
Melas Hotel Istanbul,"1 Profesor Doktor Bulent Tarcan Caddesi Gayrettepe Besiktas, 34349, Istanbul",+905378190163,https://www.travelmyth.com/Istanbul/Hotels/Melas-Hotel-Istanbul_tmid3805609,41.06545200,29.00318200,5
Atlantis Royal Hotel,"Binbirdirek Mahallesi Dizdariye Cesmesi Sk. No:53, 34122 Fatih/Istanbul, Turkiye, 34122, Istanbul",+9002124585801,https://www.travelmyth.com/Istanbul/Hotels/Atlantis-Royal-Hotel_tmid3354184,41.00628700,28.97095900,3
"Radisson Collection Hotel, Vadistanbul","Vadistanbul, Ayazaga Mahallesi, Cendere Cd. Sariyer, 34396",+902123410000,https://www.travelmyth.com/Istanbul/Hotels/Radisson-Collection-Hotel-Vadistanbul_tmid2268859,41.10884400,28.98629200,5
Hotel Black Tulip,"Sirkeci Hocapasa Mahallesi Hudavendigar Caddesi No:8 Sirkeci, 34110, Istanbul",+902125140540,https://www.travelmyth.com/Istanbul/Hotels/Hotel-Black-Tulip_tmid347528,41.01282100,28.97815800,0
Peradays,"Kamer Hatun Mah. Hamalbasi Cad. 32, Beyoglu, 34435, Istanbul",+902122451270,https://www.travelmyth.com/Istanbul/Hotels/Peradays_tmid262941,41.03514300,28.97600300,0
The Stay Bosphorus,"Salhane Sokak No: 1 Ortakoy, 34367, Istanbul",+902129707830,https://www.travelmyth.com/Istanbul/Hotels/The-Stay-Bosphorus_tmid226535,41.04758900,29.02520200,0
Nippon Hotel,"Topcu Cd. No:6 Talimhane  Taksim, 34437, Istanbul",+902123133300,https://www.travelmyth.com/Istanbul/Hotels/Nippon-Hotel_tmid217829,41.04043900,28.98508000,4
Akgun Istanbul Hotel,"Adnan Menderes Bulvari (Vatan Cd) Topkapi, 34093, Istanbul",+902125344879,https://www.travelmyth.com/Istanbul/Hotels/Akgun-Istanbul-Hotel_tmid142216,41.02287300,28.93059100,5
Renaissance Polat Istanbul Hotel,"Sahil Yolu Caddesi No: 2 Yesilyurt, 34149, Istanbul",+902124141800,https://www.travelmyth.com/Istanbul/Hotels/Renaissance-Polat-Istanbul-Hotel_tmid114305,40.95994600,28.83876300,5
DoubleTree By Hilton Istanbul - Moda,"Caferaga Mah. Sozdener Cad. No:31 Kadikoy, 34710, Istanbul",+902165424344,https://www.travelmyth.com/Istanbul/Hotels/DoubleTree-By-Hilton-Istanbul-Moda_tmid77238,40.98828900,29.02107200,5
Hilton Istanbul Maslak,"Buyukdere Cad. No:233 Maslak,Sariyer, 34485, Istanbul",+902123051010,https://www.travelmyth.com/Istanbul/Hotels/Hilton-Istanbul-Maslak_tmid70859,41.10907700,29.02297900,5
Rixos Pera Istanbul,"Kamerhatun Mah. Mesrutiyet Cad. No:44 Tepebasi Taksim, 34440, Istanbul",+902123777000,https://www.travelmyth.com/Istanbul/Hotels/Rixos-Pera-Istanbul_tmid43117,41.03337400,28.97497100,5
Radisson Residences Vadistanbul,"Ayazaga Mahallesi Kemerburgaz Caddesi 6A No:7V/101 Sariyer, 34396, Istanbul",+902123301010,https://www.travelmyth.com/Istanbul/Hotels/Radisson-Residences-Vadistanbul_tmid3332370,41.11241700,28.98716700,0
Sofitel Istanbul Taksim,"Gumussuyu Mah Siraselviler Cad No 13 Taksim, 34437, Istanbul",+902124353333,https://www.travelmyth.com/Istanbul/Hotels/Sofitel-Istanbul-Taksim_tmid3101387,41.03602800,28.98510200,5
Dream Bosphorus Hotel,"Hocapasa Mah. Kum Meydani Sk. 16 Sirkeci, 34112, Istanbul",+902126212223,https://www.travelmyth.com/Istanbul/Hotels/Dream-Bosphorus-Hotel_tmid461077,41.01465800,28.97912200,0
Elite World Istanbul Florya Hotel,"Gultepe Mah.Sehit Zafer Kiziltas Sok.No:1 Kucukcekmece Florya E5 yolu uzeri, 34295, Istanbul",+9002124114646,https://www.travelmyth.com/Istanbul/Hotels/Elite-World-Istanbul-Florya-Hotel_tmid381460,40.98982800,28.79114400,5
Louis Appartements Galata,"Sahkulu Mah. Ilk Belediye Cad. No:10 Sishane / Beyoglu, 34000, Istanbul",+902122934052,https://www.travelmyth.com/Istanbul/Hotels/Louis-Appartements-Galata_tmid281670,41.02668700,28.97312500,0
Golden Horn Hotel,"Ebusuud Cad. No: 26 Sirkeci, 34410, Istanbul",+902125197474,https://www.travelmyth.com/Istanbul/Hotels/Golden-Horn-Hotel_tmid247002,41.01284300,28.97674400,4
Orient Express & Spa by Orka Hotels,"Hudavendigar Cad. Nr.24 Sirkeci, 34112, Istanbul",+902125207161,https://www.travelmyth.com/Istanbul/Hotels/Orient-Express-Spa-by-Orka-Hotels_tmid237918,41.01331500,28.97755900,0
The Marmara Taksim,"Taksim Meydani, 34437, Istanbul",+902122514696,https://www.travelmyth.com/Istanbul/Hotels/The-Marmara-Taksim_tmid228218,41.03666800,28.98598900,5
The marions Suite istanbul LUXURY CATEGORY,"Cihangir Mah. Purtelas Sok. No 12 Taksim, 34433, Istanbul",+902122432424,https://www.travelmyth.com/Istanbul/Hotels/The-marions-Suite-istanbul-LUXURY-CATEGORY_tmid145102,41.03460300,28.98602100,3
Hotel Bulvar Palas,"Ataturk Bulvari No:36 Sarachane Beyazit, 34134, Istanbul",+902125285881,https://www.travelmyth.com/Istanbul/Hotels/Hotel-Bulvar-Palas_tmid95948,41.01183900,28.95353400,4
ISG Sabiha Gökçen Airport Hotel,"Istanbul Sabiha Gokcen Uluslararasi Havalimani Pendik, 34912",+902165885000,https://www.travelmyth.com/Istanbul/Hotels/ISG-Sabiha-Gokcen-Airport-Hotel_tmid13602,40.90661300,29.31302500,4
"DeCamondo Galata, a Tribute Portfolio Hotel","Felek Sokak No.2, 34421, Istanbul",+902125121818,https://www.travelmyth.com/Istanbul/Hotels/DeCamondo-Galata-a-Tribute-Portfolio-Hotel_tmid2560025,41.02406000,28.97430000,0
The Time Hotel Marina,"Zeytinlik Mahallesi Odabasi Mor Menekse Sok No.51, 34140, Istanbul",+9002125714848,https://www.travelmyth.com/Istanbul/Hotels/The-Time-Hotel-Marina_tmid2059554,40.97447500,28.87365400,0
"Crowne Plaza Florya Istanbul, an IHG Hotel","Senlikkoy Mah. Yesilkoy Halkali Cad. No:95, 34153, Istanbul",+902124630500,https://www.travelmyth.com/Istanbul/Hotels/Crowne-Plaza-Florya-Istanbul-an-IHG-Hotel_tmid1180693,40.96388400,28.80210000,5
Magnova Studios,"Istiklal Caddesi No:165/A Tomtom Mahallesi Beyoglu, 34433, Istanbul",+902122457675,https://www.travelmyth.com/Istanbul/Hotels/Magnova-Studios_tmid1171847,41.03262100,28.97652500,0
Régie Ottoman Istanbul - Special Category,"Hobyar Mah. Mimar Vedat Sokak No:5 Sirkeci, 34112, Istanbul",+902125206020,https://www.travelmyth.com/Istanbul/Hotels/Regie-Ottoman-Istanbul-Special-Category_tmid617847,41.01491900,28.97438900,0
Hotel Ibrahim Pasha,"Terzihane Sok. No:7, Sultanahmet, 34122, Istanbul",+902125180394,https://www.travelmyth.com/Istanbul/Hotels/Hotel-Ibrahim-Pasha_tmid607847,41.00617000,28.97388000,0
Radisson Hotel President Old Town Istanbul,"Tiyatro Caddesi 25 Beyazit, Fatih, 34126, Istanbul",+902125166980,https://www.travelmyth.com/Istanbul/Hotels/Radisson-Hotel-President-Old-Town-Istanbul_tmid262450,41.00773900,28.96566900,4
Alzer Hotel,"At Meydani No:72 Sultanahmet, 34400, Istanbul",+902125166262,https://www.travelmyth.com/Istanbul/Hotels/Alzer-Hotel_tmid228685,41.00562600,28.97447400,0
Premist Hotels Sultanahmet,"Cankurtaran Mahallesi Ishakpasa Caddesi No.12 Sultanahmet, 34122, Istanbul",+902124558424,https://www.travelmyth.com/Istanbul/Hotels/Premist-Hotels-Sultanahmet_tmid193820,41.00635000,28.98180100,0
Grand Hotel Gulsoy,"Sehzadebasi Cad. No:17 Sehzadebasi, 34140, Istanbul",+902125125842,https://www.travelmyth.com/Istanbul/Hotels/Grand-Hotel-Gulsoy_tmid140538,41.01268500,28.95751700,4
Taksim Prelude Hotel,"Sadri Alisik Sokak No: 26 Taksim Beyoglu, 34435, Istanbul",+902122512133,https://www.travelmyth.com/Istanbul/Hotels/Taksim-Prelude-Hotel_tmid139209,41.03415900,28.98101600,0
Agora Life Hotel - Special Class,"Cagaloglu Hamami Sokak No:6 Sultanahmet, 34110, Istanbul",+902125261181,https://www.travelmyth.com/Istanbul/Hotels/Agora-Life-Hotel-Special-Class_tmid119973,41.01053400,28.97620400,4
Midtown Hotel,"Lamartin Cad. No:13 Talimhane , 34437, Istanbul",+902123616767,https://www.travelmyth.com/Istanbul/Hotels/Midtown-Hotel_tmid114306,41.03900900,28.98502300,4
Titanic Business Kartal,"Orta Mah. Kaptan-i Derya Cad. No:37 Kartal, 34880, Istanbul",+902164535050,https://www.travelmyth.com/Istanbul/Hotels/Titanic-Business-Kartal_tmid37027,40.91106800,29.20112400,5
W Istanbul,"Suleyman Seba Cad No:22 Besiktas, 34357, Istanbul",+902123812121,https://www.travelmyth.com/Istanbul/Hotels/W-Istanbul_tmid10306,41.04216500,29.00271000,5
Orka Royal Hotel & Spa,"Nobethane Cad. No:10, Sirkeci, 34113, Istanbul",+902125118585,https://www.travelmyth.com/Istanbul/Hotels/Orka-Royal-Hotel-Spa_tmid6469,41.01425800,28.97816600,4
World House Boutique Hotel,"sahkulu mahallesi galipdede caddesi no :85a, 34420, Istanbul",+902122935520,https://www.travelmyth.com/Istanbul/Hotels/World-House-Boutique-Hotel_tmid3353236,41.02651100,28.97465900,0
